location_uuid,location_name,loc_type,pcode,location_groups,data_date,week,year,submitted_date,submitter_name,submitter_email,unique_id,Uncategorized,Region,Payam,Hub,Site,Country,County,IDP Camp,Point of Entry,State,1. Consultations,"Consultations 
Total number of consultations 
Under 5 cases","Consultations 
Total number of consultations 
Under 5 deaths","Consultations 
Total number of consultations 
5 and over cases","Consultations 
Total number of consultations 
5 and over deaths",2. Morbidity,Cholera (suspected) Under 5,Cholera (suspected) Under 5 deaths,Cholera (suspected) 5 and over cases,Cholera (suspected)  5 and over deaths,Acute Watery Diarrhea (AWD) Under 5 cases,Acute Watery Diarrhea (AWD) Under 5 deaths,Acute Watery Diarrhea (AWD) 5 and over cases,Acute Watery Diarrhea (AWD) 5 and over deaths,Acute Bloody Diarrhea (ABD) Under 5 cases,Acute Bloody Diarrhea (ABD) Under 5 deaths,Acute Bloody Diarrhea (ABD) 5 and over cases,Acute Bloody Diarrhea (ABD) 5 and over deaths,Measles Under 5,Measles Under 5 deaths,Measles 5 and over cases,Measles 5 and over deaths,Meningitis Under 5 cases,Meningitis Under 5 deaths,Meningitis 5 and over cases,Meningitis 5 and over deaths,Viral Hemorrhagic Fever (VHF) Under 5 cases,Viral Hemorrhagic Fever (VHF) Under 5 deaths,Viral Hemorrhagic Fever (VHF) 5 and over cases,Viral Hemorrhagic Fever (VHF) 5 and over deaths,Yellow Fever  Under 5 cases,Yellow Fever  Under 5 deaths,Yellow Fever  5 and over cases,Yellow Fever 5 and over deaths,Relapsing Fever Under 5 cases,Relapsing Fever Under 5 deaths,Relapsing Fever 5 and over cases,Relapsing Fever 5 and over deaths,Acute Jaundice Syndrome (AJS) Under 5,Acute Jaundice Syndrome (AJS) Under 5 deaths,Acute Jaundice Syndrome (AJS) 5 and over cases,Acute Jaundice Syndrome (AJS) 5 and over deaths,Acute Respiratory Infection (ARI) Under 5 cases,Acute Respiratory Infection (ARI) Under 5 deaths,Acute Respiratory Infection (ARI) 5 and over cases,Acute Respiratory Infection (ARI) 5 and over deaths,Malaria Under 5,Malaria Under 5 deaths,Malaria 5 and over,Malaria 5 and over deaths,Neonatal Tetanus (NT) Under 5 cases,Neonatal Tetanus (NT) Under 5 deaths,Neonatal Tetanus (NT) 5 and over cases,Neonatal Tetanus (NT) 5 and over deaths,Guinea-Worm Disease (suspected) Under 5 cases,Guinea-Worm Disease (suspected) Under 5 deaths,Guinea-Worm Disease (suspected) 5 and over cases,Guinea-Worm Disease (suspected) 5 and over deaths,Skin Disease Under 5 ,Skin Disease Under 5 deaths,Skin Disease 5 and Over,Skin Disease 5 and Over deaths,Gunshot/Shell Injury Under 5 ,Gunshot/Shell Injury Under 5 deaths,Gunshot/Shell Injury 5 and Over,Gunshot/Shell Injury 5 and Over deaths,Other Injury Under 5 ,Other Injury Under 5 deaths,Other Injury 5 and Over,Other Injury 5 and Over deaths,Other Under 5 ,Other Under 5 deaths,Other 5 and Over,Other 5 and Over deaths,COVID - 19 (suspected) Under 5,COVID - 19 (suspected) Under 5 deaths,COVID - 19 (suspected) 5 and over cases,COVID - 19 (suspected) 5 and over deaths,"Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
Under 15 cases","Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
Under 15 deaths","Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
15 and over cases","Acute Flaccid Paralysis (AFP) 
Acute Flaccid Paralysis (AFP) 
15 and over deaths",3. Additional information,Have you observed an unusual number of cases and deaths this week? ,Which disease/syndrome? (ALSO PLEASE MAKE SURE YOU HAVE FILLED OUT AN EVENT-BASED REPORTING FORM),Have you observed an unusual disease/syndrome in the area this week?,Which disease/syndrome? (ALSO PLEASE MAKE SURE YOU HAVE FILLED OUT AN EVENT-BASED REPORTING FORM),Is there any rumor of suspected outbreak (cases or deaths) in the community?,Details of rumour (ALSO PLEASE MAKE SURE YOU HAVE FILLED OUT AN EVENT-BASED REPORTING FORM),"Describe the actions taken to verify, investigate and contain/control the situation"
aed6d388-981f-4f3c-a279-ded5070730ef,Kaya PHCC,Site,DXQKspr43kS,,2022-11-06,45,2022,2022-11-07,,,,,,Kimba,,Kaya PHCC,South Sudan,Morobo,,,CES Timbédra (Moughataa),,121,0,222,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,145,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
eb4a1606-d349-4f07-9649-788ea152d3b3,Lokidele PHCU,Site,nsqzsCQ6S8i,,2022-11-06,45,2022,2022-11-07,,,,,,Komiri,,Lokidele PHCU,South Sudan,Budi,,,EES,,17,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,27,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
37d1ffc4-2c9c-4c3c-aa33-61c833d67e4a,Khiir PHCU,Site,abRBI8F8a3d,,2022-11-06,45,2022,2022-11-07,,,,,,Lith,,Khiir PHCU,South Sudan,Twic East,,,Jonglei,,9,0,44,0,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
b40bebee-07be-4b48-9add-904aaf0d7118,Dong PHCU,Site,er70vZiZ2tE,,2022-11-06,45,2022,2022-11-07,,,,,,Lith,,Dong PHCU,South Sudan,Twic East,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
8762867a-d324-445f-a138-47464b6313d6,Mogiri PHCU,Site,pcHOfgt8GoW,,2022-11-06,45,2022,2022-11-07,,,,,,Lire,,Mogiri PHCU,South Sudan,Kajo Keji,,,CES Timbédra (Moughataa),,4,0,27,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
566e7ad0-4edc-4eb4-ad94-435dbe15f6b9,Doma PHCU,Site,eMYPDAX1PCA,,2022-11-06,45,2022,2022-11-07,,,,,,Doma,,Doma PHCU,South Sudan,Ulang,,,Upper Nile,,33,0,56,0,,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,36,0,2,0,20,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
1914658f-3ac1-49c2-9d6f-25c3070a4f24,Akop PHCC,Site,SS01350S,,2022-11-06,45,2022,2022-11-07,,,,,,Akop,,Akop PHCC,South Sudan,Tonj North,,,Warrap,,115,0,126,0,,0,0,0,0,26,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,79,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
d9b0db22-4a88-4ada-a185-ee009c86c165,Aburoc PHCC,Site,Aburoc_hf,,2022-11-06,45,2022,2022-11-07,,,,,,Detwok,,Aburoc PHCC,South Sudan,Fashoda,,,Upper Nile,,22,0,66,0,,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,42,0,8,0,42,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
5fc3854a-8ee5-43b3-afda-baa9b53b0f1b,Maar PHCC,Site,MKe4Dklgfll,,2022-11-06,45,2022,2022-11-07,,,,,,Pakeer,,Maar PHCC,South Sudan,Twic East,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
f36b481d-f683-4be2-8242-7963f93669ee,Athiengpuol PHCU,Site,Athi_s,,2022-11-06,45,2022,2022-11-07,,,,,,Akop,,Athiengpuol PHCU,South Sudan,Tonj North,,,Warrap,,49,0,73,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,52,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
d495a683-a487-4ed8-b704-5ba82618bb0c,Maluok PHCU,Site,mfP9gyQqCTT,,2022-11-06,45,2022,2022-11-07,,,,,,Kol,,Maluok PHCU,South Sudan,Panyijiar,,,Unity,,36,0,41,0,,0,0,0,0,6,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,15,0,19,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
9305b942-d511-4990-ab7e-a6254dbd4814,Keew PHCC,Site,Bmkq76MEp4z,,2022-11-06,45,2022,2022-11-07,,,,,,Pulita,,Keew PHCC,South Sudan,Fangak,,,Jonglei,,150,0,146,0,,0,0,0,0,26,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,53,0,39,0,30,0,0,0,,,0,0,0,0,11,0,1,0,0,0,0,0,9,0,3,0,22,0,46,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
bb7872b5-1a96-4c70-a45f-d49e7b24a367,Saregoro PHCU,Site,Z6g2W3RcVzN,,2022-11-06,45,2022,2022-11-07,,,,,,Kangapo 1,,Saregoro PHCU,South Sudan,Kajo Keji,,,CES Timbédra (Moughataa),,6,0,31,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
250bfed8-549b-450a-950f-0371e74042cd,Patiou PHCC,Site,xWJOQfOE2JE,,2022-11-06,45,2022,2022-11-07,,,,,,Pakeer,,Patiou PHCC,South Sudan,Twic East,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
a9aeae36-275a-43a2-9605-700c1bab1a00,Alabek PHCC,Site,SS01352S,,2022-11-06,45,2022,2022-11-07,,,,,,Alabek,,Alabek PHCC,South Sudan,Tonj North,,,Warrap,,122,0,107,0,,0,0,0,0,27,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,101,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
26fd22de-5477-49b5-ae33-ab93fc6707e3,Morobo phcc,Site,uzjysTMLSxl,,2022-11-06,45,2022,2022-11-07,,,,,,Gulumbi,,Morobo phcc,South Sudan,Morobo,,,CES Timbédra (Moughataa),,85,0,261,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,129,0,0,0,,,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
9247def9-dc84-46e5-9c08-7d067c487ee6,Aliek PHCC,Site,H3MZblF6T8s,,2022-11-06,45,2022,2022-11-07,,,,,,Aliek,,Aliek PHCC,South Sudan,Tonj North,,,Warrap,,81,0,108,0,,0,0,0,0,15,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,85,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
fb928242-3d82-443f-82d8-ccd4e00bce19,Paliau PHCC,Site,paliau_phcc,,2022-11-06,45,2022,2022-11-07,,,,,,Ajuong,,Paliau PHCC,South Sudan,Twic East,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
5a444da1-935e-498d-a0b6-4d169e14ae78,Kol PHCU,Site,MoSTnKVEZ1X,,2022-11-06,45,2022,2022-11-07,,,,,,Kol,,Kol PHCU,South Sudan,Panyijiar,,,Unity,,70,0,86,0,,0,0,0,0,12,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,33,0,35,0,0,0,,,0,0,0,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
3c050e64-c11d-4cd1-9c67-d7ac9e560d11,Kongor PHCC,Site,Scmg0SG9fB0,,2022-11-06,45,2022,2022-11-07,,,,,,Kongor,,Kongor PHCC,South Sudan,Twic East,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
8d0b24bb-44d2-4fb0-a5c2-e0e1e52f6218,AporLang PHCU,Site,rlquGk9djSB,,2022-11-06,45,2022,2022-11-07,,,,,,Awul,,AporLang PHCU,South Sudan,Tonj North,,,Warrap,,21,0,20,0,,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
19adacd3-a6ff-4be7-9db6-a0ea5781a899, Malou PHCU,Site,zLWdh1E4LWZ,,2022-11-06,45,2022,2022-11-07,,,,,,Bor Town,, Malou PHCU,South Sudan,Bor,,,Jonglei,,26,0,34,0,,0,0,0,0,8,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,12,0,13,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
21631ac3-8426-49a3-a703-2eb3070fb37d,Logu PHCU,Site,UA4j4MmGS1H,,2022-11-06,45,2022,2022-11-07,,,,,,Kangapo 2,,Logu PHCU,South Sudan,Kajo Keji,,,CES Timbédra (Moughataa),,4,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,,,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
5b3bc709-295a-45c7-9a52-fb694b81f3f5,Rup Board PHCC,Site,xEG2PqoGWkW,,2022-11-06,45,2022,2022-11-07,,,,,,Yomding,,Rup Board PHCC,South Sudan,Ulang,,,Upper Nile,,23,0,100,0,,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,4,0,26,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
07181a4f-727d-4f21-8663-40d5c020437b,Baping PHCU,Site,r18OaomWj3G,,2022-11-06,45,2022,2022-11-07,,,,,,Nyuak,,Baping PHCU,South Sudan,Twic East,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
929a2ad9-04c6-4897-93f8-6de0aa505dab,Awul PHCU,Site,SS01358S,,2022-11-06,45,2022,2022-11-07,,,,,,Awul,,Awul PHCU,South Sudan,Tonj North,,,Warrap,,29,0,39,0,,0,0,0,0,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
dcab4ab9-b8ad-41bd-92dc-ae0977244a42,Yambio State Hospital,Site,Kl8l29Akoma,,2022-11-06,45,2022,2022-11-07,,,,,,Yambio Town,,Yambio State Hospital,South Sudan,Yambio,,,WES,,120,0,226,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,11,0,87,0,78,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
93664b3a-16c8-4d94-a388-f0d48bd96e07,Pathiel PHCU,Site,YO8zZaj5Exc,,2022-11-06,45,2022,2022-11-07,,,,,,Kol,,Pathiel PHCU,South Sudan,Panyijiar,,,Unity,,36,0,50,0,,0,0,0,0,3,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,17,0,26,0,0,0,,,0,0,0,0,7,0,6,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
b7758619-a546-475e-8880-74acf49bfc72,Jalimo PHCC,Site,KT9nfdklJ6p,,2022-11-06,45,2022,2022-11-07,,,,,,Kangapo 2,,Jalimo PHCC,South Sudan,Kajo Keji,,,CES Timbédra (Moughataa),,60,0,135,0,,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,103,0,0,0,,,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
0366b85f-66cd-4f81-a2d6-f91f56f71916,Pagakdit PHCU,Site,szgFQSlc7bN,,2022-11-06,45,2022,2022-11-07,,,,,,Awul,,Pagakdit PHCU,South Sudan,Tonj North,,,Warrap,,44,0,63,0,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,53,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
32b61147-19a9-4454-8a86-84e42a0831e1,Meer PHCU,Site,BKiMJ548cqG,,2022-11-06,45,2022,2022-11-07,,,,,,Nyandit,,Meer PHCU,South Sudan,Akobo,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
e9e9d331-4151-45f0-b17f-0a824271b28a,Maluak PHCU,Site,fwqoTFgKWn0,,2022-11-06,45,2022,2022-11-07,,,,,,Mayom,,Maluak PHCU,South Sudan,Panyijiar,,,Unity,,43,0,68,0,,0,0,0,0,7,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32,0,12,0,19,0,0,0,,,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
774affcc-aa14-40ac-8e2c-d1fa14e69ac4,Jalle PHCC,Site,esj324SvCIa,,2022-11-06,45,2022,2022-11-07,,,,,,Jalle,,Jalle PHCC,South Sudan,Bor,,,Jonglei,,30,0,50,0,,0,0,0,0,3,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,20,0,30,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
02076739-bbaa-49db-a2b9-e8a4ed3600e0,Warrap PHCC,Site,SS01361S,,2022-11-06,45,2022,2022-11-07,,,,,,Awul,,Warrap PHCC,South Sudan,Tonj North,,,Warrap,,83,0,249,0,,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,163,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
f7314cdf-490e-4a12-bc1b-9dd70b4ff908,CIDO Health Mobile Clinic,Site,CIDO_S,,2022-11-06,45,2022,2022-11-07,,,,,,Bilkey,,CIDO Health Mobile Clinic,South Sudan,Akobo,,,Jonglei,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
cecf429e-1888-46ab-a180-51d9a650ed5c,Majak Kar PHCC,Site,pRJtRssStgH,,2022-11-06,45,2022,2022-11-07,,,,,,Malual Centre,,Majak Kar PHCC,South Sudan,Aweil North,,,NBGZ,,47,0,81,0,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,48,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
9af6a6c1-ba2c-4a8e-9b04-423f082d07df,Bazongua PHCC,Site,SS00504S,,2022-11-06,45,2022,2022-11-07,,,,,,Bazongua,,Bazongua PHCC,South Sudan,Yambio,,,WES,,104,0,114,0,,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,59,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
c126788d-d3fe-4dc9-a2ce-a10f12ad5e82,Panyagor PHCC,Site,panyagor_phcc,,2022-11-06,45,2022,2022-11-07,,,,,,Kongor,,Panyagor PHCC,South Sudan,Twic East,,,Jonglei,,91,0,277,1,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,31,0,49,0,180,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
e08a5d5c-e1ef-44c2-b2b5-488d3fe6135d,Bori PHCC,Site,Bori_phcc,,2022-11-06,45,2022,2022-11-07,,,,,,Kangapo 1,,Bori PHCC,South Sudan,Kajo Keji,,,CES Timbédra (Moughataa),,8,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
3e1f6da1-2c46-43a4-8ca9-9f82cd8dd478,Bandalla PHCU,Site,Bandalla_N,,2022-11-06,45,2022,2022-11-07,,,,,,Namutina,,Bandalla PHCU,South Sudan,Nagero,,,WES,,25,0,35,0,,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
e0cc0ba8-442d-4f9a-90ad-35eb876c3c7e, Awol-nhom PHCU,Site, Awol-nhom_Abyei,,2022-11-06,45,2022,2022-11-07,,,,,,Alal,, Awol-nhom PHCU,South Sudan,Abyei,,,Warrap,,45,0,139,0,,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,27,0,16,0,76,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,NO,,NO,,NO,,
